instance,count,sign,main_group,layer,frac_fb,frac_lat,frac_ff,VIC,cluster,size,r2
LoVP32_R,3,1,OL output,2.382920023195747,0.011937557392102846,0.36179981634527086,0.6262626262626263,0.08401796,7.0,144.08167603185095,-1.0
LoVP33_R,3,-1,OL output,2.6458674469343,0.0,0.297029702970297,0.702970297029703,0.08349772,6.0,18.565324098227595,-0.02850866173228561
LoVP34_R,1,1,OL output,2.58195966263654,0.011740331491712707,0.4571823204419889,0.5310773480662984,0.08665841,6.0,29.79204624209407,-0.03320427688018568
LoVP35_R,1,1,OL output,2.823462353110497,0.01089588377723971,0.7742130750605327,0.2148910411622276,0.098948926,8.0,63.39041994379721,-0.7083614011125643
LoVP36_R,1,-1,OL output,2.5801509668115417,0.048639736191261336,0.5222588623248146,0.42910140148392417,0.06898361,7.0,58.284489453597196,-0.052043017555070126
LoVP37_R,1,-1,OL output,2.648823384955296,0.06832298136645963,0.28127772848269744,0.650399290150843,0.07211414,7.0,86.0252218313219,-0.11468397625657922
LoVP38_R,2,-1,OL output,2.2286547288861662,0.020828357519767915,0.4311602164200256,0.5480114260602066,0.06404422,7.0,78.06731232210397,-0.10803823438498827
LoVP39_R,2,1,OL output,2.4099496992280813,0.0012058735762142698,0.07997317561226881,0.9188209508115169,0.07067962,7.0,68.84134077846784,-0.6961187273583239
LoVP3_R,6,-1,OL output,2.285271029740916,0.0,0.21214185883997208,0.787858141160028,0.101611294,6.0,20.488762408327766,0.2116204583390645
LoVP40_R,1,-1,OL output,2.544210780230621,0.04598130841121495,0.35177570093457944,0.6022429906542056,0.095905535,8.0,31.305833564966417,-1.0
LoVP41_R,1,1,OL output,2.3065658775865434,0.0014781966001478197,0.2682926829268293,0.7302291204730229,0.071297064,7.0,62.84810068338802,-0.25354251390310023
LoVP42_R,1,1,OL output,2.5327383394842693,0.008350730688935281,0.4516353514265832,0.5400139178844816,0.09018954,6.0,95.54358601210578,-1.0
LoVP43_R,1,1,OL output,2.539808472648681,0.009918319719953324,0.23570595099183195,0.7543757292882147,0.086614914,6.0,30.126790165010515,-0.17288118471733238
LoVP44_R,1,1,OL output,2.475036871988388,0.004895960832313341,0.24173806609547122,0.7533659730722154,0.101474114,6.0,37.74960367952986,0.0738192786380315
LoVP45_R,1,-1,OL output,2.7028463289742124,0.04796411318150449,0.5244996549344375,0.427536231884058,0.05299266,7.0,45.56640523003732,0.3530136030609181
LoVP46_R,1,-1,OL output,2.411858881748881,0.03554913294797688,0.861849710982659,0.10260115606936417,0.09000859,7.0,73.46880511299868,-0.7647988156312562
LoVP47_R,1,-1,OL output,2.775995291123139,0.09153783563873068,0.7262001627339301,0.1822620016273393,0.06664507,6.0,75.38744576017447,-0.2675787186983616
LoVP48_R,1,1,OL output,2.6845692875126232,0.05024027959807776,0.3237221494102228,0.6260375709916994,0.06676237,6.0,65.99916818244002,-1.0
LoVP49_R,1,1,OL output,2.527592405060922,0.019411396368190358,0.3256105197244834,0.6549780839073263,0.101227246,8.0,102.31239225172882,0.09332614996392652
LoVP4_R,5,1,OL output,2.328433792318936,0.0,0.15357142857142858,0.8464285714285714,0.0835527,6.0,21.07098401586647,0.06034833417300223
LoVP50_R,4,1,OL output,2.321458605684026,0.0027233323702487077,0.3188073433584706,0.6784693242712806,0.09125514,8.0,47.54632120654416,-0.2163512298368893
LoVP51_R,1,1,OL output,2.8206786163943063,0.1492007104795737,0.4724689165186501,0.3783303730017762,0.0903452,8.0,38.066602510904,-0.08524820546654177
LoVP52_R,1,1,OL output,2.1720259348040987,0.024922118380062305,0.4818276220145379,0.4932502596053998,0.088246524,7.0,23.919779123592125,0.06455020636574882
LoVP53_R,1,1,OL output,2.078997726935832,0.002020712301086133,0.10532962869411468,0.8926496590047992,0.1436584,9.0,98.04326813953944,-1.0
LoVP54_R,1,1,OL output,2.574904527273575,0.03404619332763045,0.4889649272882806,0.47698887938408896,0.07925347,8.0,87.81417915071836,-0.9745775421430916
LoVP55_R,2,1,OL output,2.932146726036668,0.019727434755795907,0.254227065417014,0.7260454998271901,0.04593366,8.0,38.849176629725406,0.6214756426850689
LoVP56_R,1,-1,OL output,2.468400143015855,0.036817882971729124,0.4904667981591059,0.472715318869165,0.083028,6.0,35.005605847123206,0.4433568844608704
LoVP57_R,1,1,OL output,2.029740714334313,0.055773762765121755,0.35742340926944227,0.586802827965436,0.095188506,7.0,29.47664006504886,-0.7467091231465677
LoVP58_R,1,1,OL output,2.382219616473816,0.025666337611056265,0.4837117472852912,0.4906219151036525,0.074168354,6.0,23.946703096443226,0.43217140266682774
LoVP59_R,1,1,OL output,2.820602613265265,0.011140428026971563,0.36089123424215774,0.6279683377308707,0.0866749,8.0,71.78020155663393,-1.0
LoVP5_R,12,1,OL output,2.086594719984112,0.0037896663663534833,0.44440402133653667,0.5518063122971099,0.078618586,7.0,19.368581538318907,0.07118422135434221
LoVP60_R,1,1,OL output,2.2012069975524127,0.014042867701404286,0.08499630450849963,0.9009608277900961,0.07554344,7.0,67.68476599796328,-0.27442075899695095
LoVP61_R,2,-1,OL output,2.5505361340425874,0.043986740424813146,0.37380917190997004,0.5822040876652168,0.11416891,6.0,22.77640595928247,-0.15533780903985184
LoVP62_R,2,1,OL output,2.497131775334041,0.006380928364284813,0.5718068339427562,0.42181223769295895,0.0775636,6.0,38.421159203324876,-0.5401212321060628
LoVP63_R,1,1,OL output,2.939596328233218,0.011969222000569964,0.4251923624964377,0.5628384155029923,0.04451178,6.0,93.09096244296569,-1.0
LoVP64_R,1,-1,OL output,2.774313226501794,0.01695813460519343,0.4960254372019078,0.48701642819289875,0.046286803,7.0,45.454162404802744,0.4066116369838704
LoVP65_R,1,1,OL output,2.7276833530753324,0.0009208103130755065,0.07826887661141804,0.9208103130755064,0.031661633,7.0,70.05700834177549,0.09608593030502022
LoVP66_R,1,1,OL output,2.8342564184838537,0.030303030303030304,0.5062388591800356,0.46345811051693403,0.07249576,6.0,61.6941182810712,-0.11829444375786546
LoVP67_R,1,1,OL output,2.786703762840446,0.04254173397953689,0.436725901992461,0.5207323640280022,0.08242021,6.0,41.092040893991594,0.36453781848365663
LoVP68_R,1,1,OL output,2.8348185279074425,0.0078125,0.4544836956521739,0.537703804347826,0.091651216,6.0,72.82171221476811,-0.8061303821911521
LoVP69_R,1,1,OL output,2.777053930929966,0.032641958517511054,0.4236654199251955,0.5436926215572935,0.114668265,8.0,58.986010839976416,-1.0
LoVP6_R,11,1,OL output,2.137564079974452,0.002648929998290324,0.5224244738285239,0.4749265961731859,0.09414161,6.0,14.452369199469459,0.22128678365965293
LoVP70_R,1,1,OL output,2.907649332025432,0.010638297872340425,0.5930851063829787,0.3962765957446808,0.08086259,6.0,48.47189783189682,-0.2623307042618601
LoVP71_R,2,1,OL output,2.395117826335235,0.04226296958855098,0.1889321918391686,0.7688048385722804,0.07598073,7.0,31.724439197267337,-0.0389488243612342
LoVP72_R,1,1,OL output,2.1178272045797946,0.032485875706214695,0.2584745762711865,0.7090395480225989,0.082849205,6.0,26.442928674737782,-0.22260394513510873
LoVP73_R,1,1,OL output,2.881024375423092,0.032188841201716736,0.505722460658083,0.46208869814020026,0.08526976,6.0,80.38255699395798,-0.21610458123894882
LoVP74_R,2,1,OL output,2.52187668859642,0.0024057738572574178,0.3030923505512757,0.6945018755914669,0.07112858,7.0,62.221993085841454,0.07843234688774148
LoVP75_R,3,1,OL output,2.510843976228092,0.01240236862871807,0.44338467847667107,0.544212952894611,0.10384045,6.0,30.05366211573478,-0.2216609375728693
LoVP76_R,2,-1,OL output,2.85853933628602,0.2982520469203013,0.5534321207462176,0.14831583233348117,0.066531494,6.0,70.75959226523968,-0.49437649292877095
LoVP77_R,1,1,OL output,2.760785881854986,0.030574198359433258,0.8135719612229679,0.1558538404175988,0.06608026,6.0,38.839007147889525,0.18245187341637104
LoVP78_R,1,1,OL output,2.2286952883401105,0.004451038575667656,0.23071216617210683,0.7648367952522255,0.064752616,8.0,33.97446921861296,0.10009676679891133
LoVP79_R,1,1,OL output,2.77902859936953,0.012784090909090908,0.15956439393939395,0.8276515151515151,0.049790855,7.0,87.11733700945672,-0.1719461253442589
LoVP7_R,12,-1,OL output,2.23321024033865,0.0,0.31834525457621904,0.6816547454237809,0.104466304,6.0,9.931943060238357,0.5069319044432787
LoVP80_R,2,1,OL output,2.816489631299333,0.00309774190918725,0.22368957365288988,0.7732126844379229,0.052595958,7.0,51.83256918947361,-0.2275148655146797
LoVP81_R,2,1,OL output,2.7714547999596717,0.006069502207621244,0.11569042043826233,0.8782400773541164,0.0344915,7.0,52.26480288676626,0.38059870584627364
LoVP82_R,2,1,OL output,2.6091265444462763,0.01328698475437606,0.17786561264822134,0.8088474025974026,0.040874533,7.0,99.8089053486985,0.16277273737294456
LoVP83_R,3,1,OL output,2.6533174331704257,0.0059829059829059825,0.8102564102564103,0.18376068376068377,0.062865905,7.0,72.9351016637244,-0.5505667196743753
LoVP84_R,4,1,OL output,2.820142389573343,0.0067874722781877846,0.3961794988198085,0.5970330289020036,0.062489405,6.0,30.218076384575372,0.6846033668131234
LoVP85_R,1,1,OL output,2.6182141748689576,0.0017307026652821048,0.09207338179300796,0.90619591554171,0.0738889,8.0,44.916585539374,-1.0
LoVP86_R,1,1,OL output,2.467818473282507,0.0030946065428824046,0.13704686118479223,0.8598585322723253,0.08061152,6.0,43.428920585019405,-0.07542959272529104
LoVP88_R,1,1,OL output,2.0702682762001725,0.00039761431411530816,0.004771371769383697,0.994831013916501,0.101871096,7.0,26.78732323514321,-0.582261609927615
LoVP89_R,2,1,OL output,2.331331088276285,0.006991715181370354,0.46275190326914467,0.5302563815494851,0.05092886,4.0,24.94704798177289,-0.17940494469780244
LoVP8_R,9,1,OL output,2.711892830612772,0.0,0.593103448275862,0.4068965517241379,0.064937755,6.0,38.60697693945459,-0.08665163615258864
LoVP90a_R,1,1,OL output,2.902195070503254,0.0058682315284075744,0.2819418511603094,0.712189917311283,0.0896554,6.0,47.798786634171165,-0.8881072236210996
LoVP90b_R,1,1,OL output,2.7413736833201945,0.008846857840146433,0.1668700427089689,0.8242830994508847,0.094595104,6.0,19.464779968371843,-0.3532536981619703
LoVP90c_R,1,1,OL output,2.851423287454507,0.0059430716296528,0.14982796371598375,0.8442289646543635,0.10554598,6.0,33.72344514064024,0.2908461025301139
LoVP91_R,1,-1,OL output,2.98090162447018,0.0009165902841429881,0.0021387106630003055,0.9969446990528567,0.054048963,8.0,89.24733262530816,-1.0
LoVP92_R,6,1,OL output,2.4342741110503043,0.0007788248234725253,0.04450041250654063,0.954720762669987,0.08311871,6.0,14.19537712247618,0.15776342073957278
LoVP93_R,6,1,OL output,2.217708912845513,0.0015134228401738653,0.041905346178988404,0.9565812309808378,0.09503586,8.0,17.712555483026033,0.22562660262946888
LoVP94_R,1,-1,OL output,2.6184895515200304,0.007564296520423601,0.4402420574886536,0.5521936459909228,0.055633515,7.0,33.98012209024257,0.5719629219080861
LoVP95_R,1,-1,OL output,2.9416710864855977,0.07021276595744681,0.5893617021276596,0.3404255319148936,0.05999901,6.0,82.90166957063558,-0.391823994538155
LoVP96_R,1,-1,OL output,2.2592542802826365,0.054117254050442626,0.8473358944379489,0.09854685151160848,0.06309713,7.0,114.97458154056821,-0.9454150284416998
LoVP97_R,1,1,OL output,2.7744856842583783,0.010209290454313425,0.24604389994895356,0.743746809596733,0.033314425,7.0,118.76794412261218,-1.0
LoVP98_R,1,1,OL output,2.503721748166906,0.04968944099378882,0.22857142857142856,0.7217391304347827,0.0820776,6.0,19.612586013424064,-0.7860685089426074
LoVP99_R,1,-1,OL output,2.511964857304109,0.08375314861460957,0.5295969773299748,0.3866498740554156,0.11241811,6.0,34.41189952095077,-0.6993773325886539
LoVP9_R,6,1,OL output,2.8234368603285427,0.04625601099152737,0.719247167609888,0.23449682139858463,0.08550534,6.0,45.23514097804158,-0.271840442264051
MeLo10_R,30,-1,OL internal,2.623305803841443,0.4650707000165545,0.5341598438655205,0.0007694561179249065,0.16234043,,28.52443265339476,-0.19765915579207616
MeLo11_R,27,-1,OL internal,2.0794658311097445,0.025810625146199258,0.9518203500927411,0.022369024761059633,0.16443183,,11.408629001527508,0.3333348690542295
MeLo12_R,25,-1,OL internal,2.5599584426083544,0.4096406163436463,0.5896342204946424,0.0007251631617113852,0.13749698,,26.347120668563733,0.19559644838444679
MeLo13_R,37,-1,OL internal,2.4024077193524462,0.11521719491119066,0.8770150954753132,0.007767709613496175,0.108622566,,11.488328383013462,0.4869259030615972
MeLo14_R,20,-1,OL internal,2.1066533154082467,0.06323052500660037,0.7782801992021167,0.1584892757912829,0.15323524,,17.16206819068924,0.4021380977237522
MeLo1_R,63,1,OL internal,1.0519848957212934,0.0010337707344046203,0.3576971399009682,0.6412690893646272,0.42124742,,4.930794079264945,0.34345792180735446
MeLo2_R,71,1,OL internal,1.6247614515548925,0.22810240903538462,0.48079766552367614,0.2910999254409393,0.21613601,,6.015612857957668,0.47617769592145465
MeLo3a_R,57,1,OL internal,1.511727858148559,0.03295497072003793,0.22296603857858452,0.7440789907013775,0.13073918,,4.489339714108912,0.23331007147743976
MeLo3b_R,40,1,OL internal,1.9104599593610383,0.053893545442491135,0.7970240558917737,0.1490823986657352,0.10522792,,6.319025322461586,0.41784714045533156
MeLo4_R,34,1,OL internal,2.0650651177029724,0.01783640091868532,0.8859378127859143,0.09622578629540038,0.16359709,,7.854754800320908,0.7083225210751223
MeLo5_R,19,1,OL internal,2.37933520047878,0.04611741226458331,0.9388752199726066,0.015007367762810165,0.10892379,,16.98094571076713,0.5347353963430752
MeLo6_R,30,1,OL internal,2.5706871130357616,0.433865418176344,0.5653189441474014,0.0008156376762546957,0.10194398,,26.420528791056412,0.6328152662106388
MeLo7_R,48,1,OL internal,2.465816404680888,0.2286068342470597,0.7550983292855385,0.016294836467401715,0.1641018,,14.116511025617143,0.7000385903941098
MeLo8_R,23,-1,OL internal,2.4387492934547845,0.06002459099811667,0.9359497920228413,0.0040256169790420905,0.15414153,,24.971479731373357,-0.007295384202427924
MeLo9_R,42,-1,OL internal,2.0124408336322013,0.18184959432215356,0.7773181727897305,0.04083223288811591,0.20654288,,6.9430119973468924,0.5106767291222747
MeTu1_R,124,1,OL output,2.074164654077874,0.01906105862923674,0.8376856823306477,0.14325325904011563,0.13549617,4.0,8.597311211250204,0.44534339291781694
MeTu2a_R,36,1,OL output,1.2144640579978043,0.0,0.15346525243309,0.8465347475669099,0.2553225,2.0,4.873509442979287,0.3202799693292464
MeTu2b_R,16,1,OL output,1.776821609459352,0.09247677357365573,0.8889998666320105,0.018523359794333814,0.13263217,2.0,20.50266427315442,0.07312828040891206
MeTu3a_R,22,1,OL output,1.617620548937058,0.003709868387185339,0.9413966838624936,0.054893447750320956,0.17396651,5.0,22.08487297656139,0.07808815928484675
MeTu3b_R,38,1,OL output,1.4205711675231647,0.0,0.41570293080454085,0.5842970691954592,0.2744906,5.0,10.17213491781292,0.23529451220205921
MeTu3c_R,91,1,OL output,1.138580920808149,0.0,0.24741628772219926,0.7525837122778007,0.33524194,5.0,5.006322597809385,0.4474086737602311
MeTu4a_R,49,1,OL output,2.3417728905687705,0.04402150625791091,0.7100493413517179,0.24592915239037108,0.11336676,4.0,11.52672634346045,0.730270197672071
MeTu4b_R,16,1,OL output,2.7845607492018964,0.0865657591444083,0.631543013600283,0.2818912272553088,0.08989605,7.0,23.415053480044797,0.5398581602132272
MeTu4c_R,41,1,OL output,2.469686593066012,0.02955531802552446,0.8128163191716784,0.15762836280279713,0.09628262,7.0,18.05861848806505,0.635479261442946
MeTu4d_R,20,1,OL output,2.685078028588548,0.2165850825295227,0.7352045439705865,0.04821037349989074,0.04278864,4.0,51.929570452671896,0.21411552517224236
MeTu4e_R,25,1,OL output,2.5742637884836768,0.09653302661846862,0.7374301675977654,0.166036805783766,0.11932558,7.0,28.59972048812578,0.4984067543916033
MeTu4f_R,28,1,OL output,2.3171383830445893,0.04496304045153192,0.8905306217240514,0.06450633782441666,0.10089822,7.0,14.914803114915783,0.5745789134710328
MeVC10_L,1,1,CB input,3.184655263772214,0.9678825418674007,0.028446891488873593,0.003670566643725625,0.016660852,,105.32303562915558,-0.549106952144341
MeVC11_L,1,1,CB input,2.5855211064289074,0.893721055465805,0.10341410877759828,0.0028648357565966612,0.045844957,,193.69575307918288,-1.0
MeVC12_L,1,1,CB input,2.431963199212725,0.4344965104685942,0.5627118644067797,0.0027916251246261213,0.038077008,,24.18495774388967,-0.16587416846012326
MeVC1_L,1,1,CB input,2.510685487788748,0.9030378135780553,0.09512007234484375,0.0018421140771008474,0.053806912,,187.68832642928146,-0.8881737024715459
MeVC20_R,2,-1,CB input,2.6341765800391697,0.6226260449449276,0.33136635337757714,0.04600760167749529,0.09388632,,94.20147283805284,-1.0
MeVC21_R,3,-1,CB input,2.038408442858592,0.32091740406510566,0.5972152760142073,0.08186731992068709,0.11956188,,191.39210809571986,-0.7220207890005679
MeVC22_R,2,-1,CB input,2.2897072763879454,0.39962564471569484,0.5927194068615608,0.007654948422744414,0.1111149,,179.07594847392323,-1.0
MeVC23_R,1,-1,CB input,1.886299244424618,0.42341111002635945,0.49585082495362687,0.08073806502001367,0.17283125,,220.87418719291733,-1.0
MeVC24_R,1,-1,CB input,2.3887528847785875,0.17402826855123674,0.7909305064782096,0.03504122497055359,0.08698901,,107.09760420738205,-1.0
MeVC25_R,1,-1,CB input,2.2244993789510743,0.045263120642672613,0.9267438156916871,0.02799306366564037,0.07735207,,146.0841788790544,-1.0
MeVC26_L,1,1,CB input,2.9525636531697046,0.9636583888552392,0.03391883706844337,0.0024227740763173833,0.025564775,,36.98350307077564,0.009976454398484047
MeVC27_L,3,0,CB input,2.834957667667373,0.7258235919234857,0.26142401700318807,0.012752391073326248,0.06358343,,66.94181361376012,-0.784460925081389
MeVC2_L,1,1,CB input,3.505349905691437,0.9353661155250161,0.061556080452365616,0.0030778040226182805,0.0061297105,,205.24416065749188,-0.4033065092858137
MeVC3_L,1,1,CB input,3.3308965171714755,0.858718487394958,0.09269957983193278,0.048581932773109245,0.010667507,,129.45699166159298,-0.09985982273234639
MeVC4a_L,1,1,CB input,3.134207851775008,0.9840336618825293,0.015505216438987838,0.00046112167848290966,0.017691093,,192.87211481392634,-0.5380245374137718
MeVC4b_L,1,1,CB input,3.0400105436670337,0.9692290845378888,0.03016863775733684,0.0006022777047744197,0.026228473,,120.12061203138265,-0.16484942401917202
MeVC5_L,1,1,CB input,3.283397988254378,0.9108513607815771,0.08879972086531751,0.0003489183531053733,0.019800622,,46.04983631143808,-0.6265095686990054
MeVC6_L,1,1,CB input,3.572405797122157,0.9971699683702347,0.00249708673214583,0.000332944897619444,0.010305456,,83.43519441328614,-0.13979116673370107
MeVC7a_L,1,1,CB input,3.854499946770516,0.8250087320991967,0.17324484806147397,0.0017464198393293746,0.006464347,,92.84263595349738,-0.26223406682300765
MeVC7b_L,1,1,CB input,3.895690419514949,0.8044504383007417,0.19116655428186108,0.004383007417397168,0.0029584065,,44.78287105158178,-0.06468681430475587
MeVC8_L,1,1,CB input,3.7948646623454136,0.8303547612696719,0.16217658042144573,0.007468658308882369,0.0043754894,,36.114097642197436,-0.8479410370863008
MeVC9_L,1,1,CB input,3.21760925552913,0.765466138204377,0.1957608133723936,0.038773048423229366,0.018522987,,112.26072595547178,-0.5854602613066588
MeVCMe1_R,2,1,CB input,3.229767955532,0.6402393041835477,0.014580723748012397,0.34517997206844,0.015095423,,182.1631062154435,-0.7154512944341159
MeVP10_R,33,1,OL output,2.21540466865716,0.013299313465028802,0.3108346266144093,0.6758660599205618,0.096393555,4.0,8.811125420324988,0.5612238162536433
MeVP11_R,30,1,OL output,1.184623351839064,0.0,0.18648373983739835,0.8135162601626016,0.19708522,7.0,6.190971841766594,0.14474816233835197
MeVP12_R,18,1,OL output,1.97803661430971,0.04350489324664062,0.5880746664638196,0.3684204402895398,0.1862309,4.0,10.803202708373824,0.38370585777842126
MeVP14_R,17,1,OL output,2.343170060274459,0.04846324874858392,0.8978628560027659,0.0536738952486502,0.13655832,4.0,34.59326759702402,0.1475281759312942
MeVP15_R,11,1,OL output,1.3577409218240668,0.0,0.07761194029850746,0.9223880597014925,0.20629434,2.0,16.678311928625895,0.035858718208388485
MeVP16_R,4,-1,OL output,2.251664926719378,0.011459276244786255,0.5906822742666403,0.39785844948857346,0.12346019,7.0,39.18692835544831,0.028449255628190395
MeVP17_R,7,-1,OL output,2.447749990314703,0.002461379162078088,0.028857367245668453,0.9686812535922533,0.11248743,9.0,55.36701824401474,-0.10625259363022588
MeVP18_R,3,-1,OL output,2.684688068565479,0.004886866607981949,0.2843180381120051,0.710795095280013,0.12279437,8.0,89.88026416912349,-1.0
MeVP1_R,59,1,OL output,2.0244622068458127,0.09262932797006729,0.32014392772311195,0.5872267443068209,0.108352676,7.0,6.077779238756443,0.38460607722539486
MeVP20_R,3,-1,OL output,2.773062014441471,0.07009345794392523,0.8154205607476636,0.1144859813084112,0.10990581,7.0,29.839845572768194,0.3399052271925178
MeVP21_R,3,1,OL output,2.02892443545835,0.007798440311937612,0.5638872225554888,0.4283143371325735,0.14120373,3.0,30.072582291633537,-0.1911667309246945
MeVP22_R,2,-1,OL output,2.075851220788557,0.0678993501237309,0.37103309512245886,0.5610675547538102,0.11187106,7.0,20.73277214824677,0.28248172001769434
MeVP23_R,1,-1,OL output,2.379702446517284,0.003151862464183381,0.05702005730659026,0.9398280802292264,0.12858574,8.0,85.09469311246194,-1.0
MeVP24_R,1,1,OL output,2.0048967607044417,0.0002842524161455373,0.09806708357021036,0.9016486640136442,0.22849435,9.0,43.815488137388314,-1.0
MeVP25_R,1,1,OL output,2.100897763618148,0.021292217327459617,0.1171071953010279,0.8616005873715125,0.16081403,4.0,48.70493651984739,-1.0
MeVP26_R,1,-1,OL output,2.523704808426812,0.02486812358703843,0.2535041446872645,0.721627731725697,0.14054936,8.0,82.77415522996773,-1.0
MeVP27_R,1,1,OL output,2.128679672125341,0.023857868020304568,0.09238578680203045,0.883756345177665,0.11260494,5.0,31.553045656261013,-0.7382478756228004
MeVP28_R,1,1,OL output,2.089172894518732,0.0060956047481552774,0.29419313442412576,0.699711260827719,0.18681245,8.0,118.78271389997039,-0.9106944102811327
MeVP29_R,1,1,OL output,2.377763544746878,0.014667365112624411,0.6262441068622315,0.35908852802514407,0.10752144,7.0,175.16097492407863,-1.0
MeVP2_R,36,1,OL output,2.0191469356746854,0.04595316516644568,0.8066470574830118,0.14739977735054247,0.12607059,5.0,6.882533253147946,0.3771639393844513
MeVP30_R,1,1,OL output,2.176254281037972,0.09980430528375735,0.26320939334637966,0.6369863013698631,0.1152937,5.0,51.61942998234431,-0.2953276029023211
MeVP31_R,1,1,OL output,1.4919928432112668,0.0,0.2,0.7999999999999999,0.21224657,2.0,19.398948893496076,0.05558653033656913
MeVP32_R,1,1,OL output,1.4882717720240546,0.0,0.11538461538461538,0.8846153846153846,0.113988005,5.0,117.78882580395623,-0.022966348709745565
MeVP33_R,1,1,OL output,2.3966450095150806,0.008793969849246231,0.7085427135678392,0.2826633165829146,0.12180055,4.0,84.88319943612608,-0.9127189318785598
MeVP34_R,2,1,OL output,2.8062625099142577,0.09695263846522345,0.5346468381777937,0.3684005233569828,0.056835495,7.0,51.32592288239328,0.1452112097323276
MeVP35_R,1,-1,OL output,2.4030139232687464,0.0011806375442739079,0.03423848878394333,0.9645808736717828,0.10270497,4.0,18.63720866733705,0.42808588649317403
MeVP36_R,1,1,OL output,2.03820518338578,0.0028595939376608523,0.044895624821275376,0.9522447812410638,0.1062866,5.0,95.83020068091325,-0.7779281247239671
MeVP38_R,1,1,OL output,2.46011552091145,0.029012509981368114,0.3864785733297844,0.5845089166888475,0.102778606,7.0,49.03879760666634,0.11710855339688331
MeVP39_R,1,-1,OL output,2.012557128058549,0.08607198748043818,0.26917057902973396,0.6447574334898278,0.14951198,2.0,76.6754345378665,-0.07743502561386695
MeVP3_R,35,1,OL output,2.3121210810309107,0.18628662837199156,0.7559740976300358,0.057739273997972636,0.17225061,8.0,12.850935989322705,0.15949886105258182
MeVP40_R,1,1,OL output,2.0687840044979384,0.006933744221879815,0.12788906009244994,0.8651771956856703,0.120169334,3.0,42.94551837783263,0.13663590443553886
MeVP41_R,1,1,OL output,2.052269045677855,0.003169572107765452,0.24469096671949286,0.7521394611727417,0.11042504,5.0,59.04703804139878,-0.08194626983143993
MeVP42_R,1,1,OL output,2.488935194559505,0.024291497975708502,0.25263157894736843,0.7230769230769231,0.12086076,4.0,72.29178395249437,-0.7799402185637749
MeVP43_R,1,1,OL output,1.42159631477348,0.0006176652254478073,0.03150092649783817,0.9678814082767141,0.17449069,3.0,66.30872664891331,0.016364366727870783
MeVP45_R,1,1,OL output,2.7699967866984814,0.2507672073651907,0.5534853134590092,0.1957474791758001,0.09885238,4.0,65.47532605848123,-0.9395201515923277
MeVP46_R,2,-1,OL output,2.687862641978211,0.04085605936200358,0.2382637454124674,0.720880195225529,0.14748356,7.0,52.33122448606185,-1.0
MeVP47_R,1,1,OL output,2.09414166559948,0.0007183908045977011,0.011494252873563218,0.9877873563218391,0.14421736,5.0,98.00475338213971,-1.0
MeVP48_R,1,-1,OL output,2.0266436940142447,0.002461033634126333,0.016406890894175553,0.9811320754716981,0.17688785,8.0,22.76292012855452,0.2540297995295908
MeVP49_R,1,-1,OL output,2.1061669926968496,0.003959524857017158,0.14562252529696437,0.8504179498460185,0.1520538,4.0,103.2694259369033,-0.8239150853414094
MeVP4_R,22,1,OL output,2.005363739010056,0.016567815546650388,0.9210183152923792,0.06241386916097042,0.21390966,9.0,22.724755463448844,-0.4570836131796129
MeVP50_R,1,1,OL output,2.003711844208768,0.0015337423312883436,0.04217791411042945,0.9562883435582822,0.17876118,7.0,50.95787084146255,-0.6987205251658948
MeVP51_R,1,-1,OL output,1.9426494844806048,0.010599208592425097,0.042820802713397395,0.9465799886941775,0.23004916,9.0,122.84919545181768,-0.4849789578239456
MeVP52_R,1,1,OL output,2.051063501969642,0.045532157085941945,0.15680136596471259,0.7976664769493454,0.1303317,5.0,79.95702194780935,-1.0
MeVP53_R,1,-1,OL output,2.115858670105254,0.013306959180003597,0.2049991008811365,0.7816939399388599,0.1804197,9.0,92.96722881139526,-1.0
MeVP54_R,2,-1,OL output,2.272003131051079,0.0015290519877675841,0.0822589485354111,0.9162119994768213,0.0973934,4.0,20.266596264289877,0.13322607349555654
MeVP55_R,2,-1,OL output,2.311332427888315,0.0,0.009347099855316246,0.9906529001446838,0.11551687,4.0,23.262754972897678,0.19953614868143826
MeVP56_R,1,-1,OL output,2.0556034813956097,0.0008084074373484236,0.037186742118027485,0.9620048504446241,0.15921019,4.0,26.27448886648638,-0.22406301901604264
MeVP57_R,1,-1,OL output,2.012569993682099,0.0021398002853067048,0.009985734664764621,0.9878744650499287,0.19817765,4.0,40.40259087213778,-1.0
MeVP58_R,3,-1,OL output,2.3002757531485565,0.0,0.08689024390243902,0.913109756097561,0.09700341,6.0,32.135323137929426,0.13524554716511583
MeVP59_R,2,1,OL output,2.276173712868176,0.0031294393184869867,0.07537173419740936,0.9214988264841036,0.14646529,4.0,47.96643899590699,-0.2793079332799143
MeVP5_R,9,1,OL output,2.082172952310865,0.03076648947227749,0.5976301487838921,0.37160336174383035,0.15001795,8.0,8.889545238670921,0.42128022248473374
MeVP60_R,1,-1,OL output,2.065408195826411,0.0,0.01880766501064585,0.9811923349893541,0.16497333,8.0,53.3067732483773,-0.047118287454861685
MeVP61_R,1,-1,OL output,2.569888326473609,0.00684931506849315,0.07363013698630136,0.9195205479452054,0.097802676,7.0,37.92760124643125,-0.4348342998394892
