instance,count,sign,layer,VIC,cluster,size,r2
CB0671_L,1,-1,4.066214183,0.00138322,3,24.63491929,-0.169194272
CB0671_R,1,-1,4.078858606,0.001475223,1,22.16630729,0.080911568
CB0675_L,1,1,4.660559241,5.68E-06,,,
CB0675_R,1,1,4.139440576,0.00434364,7,92.27357237,-0.719582736
CB0677_L,1,-1,4.108678579,0.00175086,7,46.46422512,-0.237771083
CB0677_R,1,-1,3.944426106,0.002621744,2,45.71986236,0.092046754
CB0682_L,1,-1,4.386209029,2.46E-05,,,
CB0682_R,1,-1,3.44573859,0.029767243,8,113.2710404,-1
CB0683_L,1,1,5.265553461,0,,,
CB0695_L,1,-1,4.704232565,1.01E-05,,,
CB0695_R,1,-1,4.253200881,0.001101232,10,81.88689462,0.047576967
CB0734_L,2,1,4.013219203,0.001666208,7,42.23366956,-0.764400575
CB0734_R,2,1,3.025145916,0.05674418,7,119.5546732,-1
CB0738_R,1,1,3.175955101,0.08571128,7,119.5822818,-1
CB0743_L,5,-1,4.257725554,0.001936262,9,76.29804189,-0.171800753
CB0743_R,5,-1,3.118865011,0.10001483,7,118.4918139,-1
CB0744_L,3,-1,4.432703889,0.00035328,,,
CB0744_R,2,-1,3.20190084,0.07944252,7,132.2837965,-1
CB0747_L,1,1,4.360364825,0.003095109,9,102.9911227,-1
CB0747_R,1,1,3.214846415,0.08490839,7,120.555679,-1
CB0751_L,2,-1,4.165203103,0.002549686,7,43.20599513,-1
CB0751_R,2,-1,3.992279154,0.005630757,8,52.36329534,-0.483290966
CB0758_L,3,-1,4.834409483,2.26E-05,,,
CB0758_R,1,-1,4.406144807,0.002353885,7,63.84361881,-0.251188142
CB0763_L,2,1,4.592911377,6.71E-05,,,
CB0763_R,2,1,3.916390322,0.030319951,7,126.1327003,-1
CB0785_L,2,1,4.466605048,0.003039355,9,110.9747193,-1
CB0785_R,1,1,3.017174105,0.094128035,7,123.9394291,-1
CB0800_L,1,1,4.540479678,0.0020868,9,106.993376,-1
CB0800_R,2,1,3.18115865,0.112738594,7,120.4015009,-1
CB0813_L,1,1,4.371917994,0.002936211,9,114.8280501,-1
CB0829_L,2,-1,4.109181685,0.000780641,3,58.43579652,0.189544378
CB0829_R,2,-1,3.000805015,0.07141643,1,116.0911441,-1
CB0925_L,2,1,4.269674418,0.000217563,,,
CB0925_R,2,1,3.896598005,0.023388041,7,121.3269998,-1
CB0926_L,1,1,5.372322944,0,,,
CB0926_R,3,1,4.874548999,0,,,
CB0927_L,1,1,5.230429153,0,,,
CB0929_L,3,1,4.47006148,0.000724941,10,81.31855312,-0.210576286
CB0929_R,3,1,3.192224483,0.06737519,7,133.150142,-1
CB0930_L,2,1,4.628507548,0.000239813,,,
CB0930_R,2,1,3.61725731,0.02578604,7,121.1689655,-1
CB0937_L,3,-1,3.600739132,0.005135184,4,78.27320456,-1
CB0937_R,3,-1,2.861245537,0.034839213,4,145.9325251,-0.392668416
CB0943_L,8,1,4.74518288,3.59E-05,,,
CB0943_R,7,1,3.994241722,0.000957094,6,146.8068653,-0.028424319
CB0946_R,1,1,3.397287649,0.005233172,6,41.42832081,0.080330854
CB0947_L,3,1,5.485949236,0,,,
CB0947_R,4,1,4.862289602,6.02E-07,,,
CB0951_L,3,-1,4.429300148,5.13E-05,,,
CB0951_R,3,-1,4.587773155,3.23E-05,,,
CB0956_L,5,1,4.840643977,2.27E-06,,,
CB0956_R,4,1,4.607906218,4.68E-06,,,
CB0972_L,3,1,5.391197164,0,,,
CB0972_R,2,1,4.778303755,8.24E-06,,,
CB0973_L,4,-1,4.79842651,2.85E-05,,,
CB0973_R,4,-1,4.146975622,0.001570648,3,96.77751613,0.185320459
CB0975_L,4,1,4.407093138,0.000206633,,,
CB0975_R,4,1,4.224956788,0.000351263,,,
CB0976_L,2,-1,4.368194298,5.58E-05,,,
CB0976_R,2,-1,3.227588423,0.015749026,1,67.54543045,-0.16330638
CB0982_L,2,-1,4.484789416,4.43E-05,,,
CB0982_R,2,-1,4.392425166,3.91E-05,,,
CB0986_L,6,-1,4.674850773,7.66E-06,,,
CB0986_R,7,-1,4.350848988,3.62E-05,,,
CB0992_L,1,1,4.587695876,0.001653161,10,91.22805482,-1
CB0992_R,1,1,4.099678854,0.015660526,7,123.0206043,-1
CB0993_L,4,-1,4.903605081,3.21E-05,,,
CB0993_R,4,-1,4.587312604,7.30E-05,,,
CB0994_L,2,1,5.592863275,0,,,
CB0994_R,2,1,5.065058606,0,,,
CB0996_L,3,1,5.580699619,0,,,
CB0996_R,2,1,4.829507707,3.17E-06,,,
CB0998_L,2,1,4.230997318,0.000114571,,,
CB0998_R,2,1,3.431267252,0.015220122,1,82.56476864,-0.821744889
CB1000_L,2,1,4.290021113,0.00519246,9,107.052756,-1
CB1000_R,2,1,3.622150812,0.065032855,7,128.9284392,-1
CB1005_L,1,-1,4.30911351,0.000399663,,,
CB1005_R,1,-1,3.761101497,0.006503941,5,109.3632146,-1
CB1007_L,3,-1,3.711622871,0.032928947,7,121.8952637,-1
CB1007_R,3,-1,4.29385068,8.27E-05,,,
CB1008_L,10,1,4.544460403,0.000114119,,,
CB1008_R,10,1,4.503736964,0.000144759,,,
CB1009_L,1,0,4.629282654,0.000105536,,,
CB1009_R,1,0,4.585568378,0.000114334,,,
CB1011_L,4,-1,4.042247705,0.000637868,6,51.41481967,0.093264821
CB1011_R,5,-1,3.168025422,0.006493041,6,86.48801569,0.035510741
CB1012_L,3,-1,3.565168868,0.014096424,4,69.91995835,-1
CB1012_R,4,-1,3.265255374,0.016996771,4,111.1818509,-0.73988162
CB1017_L,2,1,4.503709007,0.000408626,,,
CB1017_R,2,1,3.947544533,0.0108571,7,120.2384636,-1
CB1020_L,3,1,5.33801937,0,,,
CB1020_R,3,1,5.023305467,1.07E-06,,,
CB1023_L,5,-1,4.590961851,6.42E-06,,,
CB1023_R,4,-1,4.588920176,2.24E-05,,,
CB1024_L,4,1,4.569057557,0.00010645,,,
CB1024_R,4,1,4.575286542,8.56E-05,,,
CB1026_L,5,0,4.416888756,0.000217377,,,
CB1026_R,5,0,4.374359901,0.000265412,,,
CB1030_L,3,1,4.494140625,0.000320528,,,
CB1030_R,3,1,4.531033276,0.000152633,,,
CB1033_L,3,1,5.249437128,0,,,
CB1033_R,4,1,4.925507373,5.17E-07,,,
CB1035_L,1,-1,4.591304344,8.33E-05,,,
CB1035_R,1,-1,3.670748011,0.003477356,3,204.3164018,-0.118589549
CB1044_L,2,1,4.467340806,0.000126122,,,
CB1044_R,2,1,3.949743516,0.007962071,7,110.4227505,-0.647876014
CB1047_L,2,1,3.96047673,0.012611453,7,94.97403102,-0.410145094
CB1047_R,2,1,3.960824306,0.010720578,7,114.3788158,-0.426134299
CB1048_L,4,-1,5.432149901,0,,,
CB1048_R,4,-1,5.146144859,2.48E-06,,,
CB1050_L,2,1,4.828623331,2.19E-05,,,
CB1050_R,2,1,3.995937637,0.001314376,3,53.2946902,0.081138378
CB1055_L,4,-1,4.313136256,3.30E-05,,,
CB1055_R,5,-1,4.173024235,0.000282256,,,
CB1056_L,3,-1,3.216492389,0.03255869,1,58.18816693,-1
CB1056_R,3,-1,3.955464052,0.004500371,1,32.85973179,-0.449299484
CB1057_L,2,-1,4.300620492,0.000450705,,,
CB1057_R,2,-1,3.165539283,0.007154237,6,37.7185607,0.087211539
CB1059_L,2,-1,4.102553219,0.000742072,6,40.60287217,0.076258491
CB1059_R,2,-1,2.680062342,0.019985093,6,50.97116853,0.064662228
CB1060_L,3,1,4.985595107,2.21E-06,,,
CB1060_R,1,1,4.284054742,0.000375292,,,
CB1062_L,4,-1,4.575891777,0.000413067,,,
CB1062_R,4,-1,4.700333188,4.06E-05,,,
CB1065_L,3,-1,4.776399923,8.07E-06,,,
CB1065_R,2,-1,4.324406056,1.81E-05,,,
CB1072_L,8,1,4.020910084,0.000301997,,,
CB1072_R,6,1,4.015844299,0.000242196,,,
CB1073_L,3,1,5.261132662,0,,,
CB1073_R,3,1,4.598394743,1.66E-05,,,
CB1074_L,2,1,4.592574615,2.18E-05,,,
CB1074_R,2,1,4.2320939,0.000231911,,,
CB1076_L,4,1,4.721462135,1.94E-05,,,
CB1076_R,3,1,4.475830145,2.95E-05,,,
CB1077_L,1,-1,4.755410612,0,,,
CB1077_R,1,-1,3.967484203,0.003639147,1,26.68802639,-0.676381837
CB1078_L,4,1,4.964271772,0,,,
CB1078_R,4,1,4.87912904,4.08E-06,,,
CB1079_R,1,-1,4.893682282,7.52E-06,,,
CB1081_L,2,-1,4.860239363,4.06E-05,,,
CB1081_R,2,-1,4.425876022,0.000204035,,,
CB1085_L,2,1,4.643155221,4.67E-05,,,
CB1085_R,3,1,3.748874647,0.017314708,8,119.0411741,-1
CB1087_L,3,-1,4.529122106,1.24E-05,,,
CB1087_R,3,-1,3.859032162,0.007552786,2,50.63240064,-1
CB1088_L,2,-1,3.517933449,0.03497674,7,154.2416224,-1
CB1088_R,2,-1,3.295318595,0.09359442,7,138.6679838,-1
CB1089_L,3,1,5.215559608,0,,,
CB1089_R,2,1,4.48268247,8.04E-05,,,
CB1094_L,5,-1,4.499806843,1.12E-05,,,
CB1094_R,5,-1,4.400357372,4.51E-05,,,
CB1099_L,2,1,4.283065342,0.002700858,9,110.1144087,-1
CB1099_R,3,1,3.007548043,0.10098779,7,122.1414355,-1
CB1103_L,1,1,5.229662967,0,,,
CB1103_R,2,1,4.265677855,0.005175752,7,113.3293453,-1
CB1104_L,1,1,5.407952726,0,,,
CB1104_R,1,1,4.809469164,0,,,
CB1108_L,1,1,4.487336483,1.65E-05,,,
CB1108_R,1,1,3.685952817,0.020950245,7,121.275256,-1
CB1109_L,5,1,4.337850742,0.004025999,9,89.28835834,-1
CB1109_R,5,1,3.187886273,0.104348876,7,126.7532023,-1
CB1114_L,5,1,5.529414439,0,,,
CB1114_R,5,1,4.859870324,1.07E-06,,,
CB1116_R,1,-1,3.996504036,0.020390926,7,124.9595035,-1
CB1124_L,1,-1,5.126014174,1.08E-06,,,
CB1124_R,1,-1,4.873277344,5.97E-06,,,
CB1128_L,2,-1,4.629558531,1.32E-05,,,
CB1128_R,2,-1,4.22724328,0.000216467,,,
CB1131_L,3,1,3.689716602,0.007036705,4,37.57206052,-1
CB1131_R,2,1,3.552655376,0.008714626,4,41.02950619,0.076586392
CB1139_L,1,1,4.574850418,0.00074705,10,73.20396989,-0.42863761
CB1139_R,1,1,4.107912509,0.010655772,7,121.2769694,-1
CB1140_L,1,1,4.487768343,4.56E-05,,,
CB1140_R,1,1,3.294532812,0.03112863,8,119.7324381,-1
CB1142_L,1,1,4.544256135,0.001157685,10,80.39976317,-0.825584691
CB1142_R,1,1,4.242764156,0.003558684,9,106.793328,-1
CB1145_L,4,-1,4.7455619,8.95E-06,,,
CB1145_R,3,-1,4.465649217,9.84E-06,,,
CB1148_L,7,-1,4.73125708,1.07E-05,,,
CB1148_R,7,-1,4.296267728,6.08E-05,,,
CB1149_L,3,-1,4.861270529,7.97E-06,,,
CB1149_R,4,-1,4.323452422,0.000253071,,,
CB1150_L,1,-1,5.249735458,0,,,
CB1150_R,2,-1,4.574572814,4.91E-06,,,
CB1151_L,1,-1,4.807238468,1.03E-05,,,
CB1151_R,1,-1,4.429279189,3.04E-05,,,
CB1154_L,9,-1,4.923824591,3.24E-05,,,
CB1154_R,9,-1,4.007654499,0.001229288,6,35.92942586,0.050480183
CB1156_L,1,1,5.578859205,0,,,
CB1156_R,2,1,4.814714487,4.31E-06,,,
CB1160_L,3,-1,5.285102101,0,,,
CB1160_R,3,-1,4.289034954,0.002255242,1,11.49746678,-0.459644898
CB1165_L,3,1,4.935392953,1.24E-05,,,
CB1165_R,3,1,4.366370054,0.000716403,2,25.02110899,0.047520121
CB1168_L,4,-1,5.045186366,1.48E-05,,,
CB1168_R,5,-1,4.70824984,1.78E-05,,,
CB1171_L,3,-1,4.986795328,1.03E-05,,,
CB1171_R,4,-1,4.551479781,1.89E-05,,,
CB1174_L,1,-1,4.958773992,8.31E-06,,,
CB1174_R,1,-1,4.436129003,0.000260288,,,
CB1178_L,11,-1,4.869836862,1.49E-05,,,
CB1178_R,10,-1,4.31680509,0.000519406,3,78.4897071,0.058513899
CB1179_L,2,-1,5.182609572,1.12E-06,,,
CB1179_R,2,-1,4.470875684,4.52E-05,,,
CB1181_L,3,1,5.297658768,1.10E-06,,,
CB1181_R,3,1,4.616009583,4.25E-05,,,
CB1185_L,2,1,4.266592379,0.000161641,,,
CB1185_R,2,1,3.097312048,0.038834758,8,107.7896095,-1
CB1187_L,1,1,4.450043633,0.004048118,9,105.2837213,-1
CB1187_R,2,1,4.141398127,0.014870225,7,123.4205585,-1
CB1189_L,2,1,4.517794463,0.001039257,10,75.23615283,-0.428124619
CB1189_R,3,1,4.072882181,0.022543535,7,127.0598704,-1
CB1190_L,2,1,4.520237905,0.002147317,9,86.34535395,-1
CB1190_R,2,1,4.073205045,0.01921042,7,123.9269163,-1
CB1193_R,1,1,3.558474697,0.081974715,7,125.0546492,-1
CB1194_L,1,1,4.827930608,6.09E-06,,,
CB1194_R,1,1,4.624733069,1.02E-06,,,
CB1200_L,2,1,5.2233333,5.14E-07,,,
CB1200_R,1,1,4.812798803,9.07E-06,,,
CB1201_L,4,1,5.313943671,0,,,
CB1201_R,5,1,4.637866285,5.71E-05,,,
CB1202_L,1,1,4.300986028,9.15E-05,,,
CB1202_R,1,1,4.049010845,0.006249544,7,82.30242376,-1
CB1205_L,3,1,5.35605361,0,,,
CB1205_R,3,1,4.840465702,0,,,
CB1206_L,2,1,4.915437955,3.97E-06,,,
CB1206_R,1,1,4.339917741,0.00258403,9,117.114702,-1
CB1207_a_L,3,1,5.263079469,0,,,
CB1207_a_R,4,1,4.757110016,1.19E-06,,,
CB1207_b_L,4,1,5.205889061,0,,,
CB1207_b_R,3,1,4.801593222,0,,,
CB1208_L,2,1,5.307390156,0,,,
CB1208_R,1,1,4.686202588,2.50E-06,,,
CB1212_L,4,-1,4.844841654,5.30E-05,,,
CB1212_R,3,-1,4.244925311,0.00073069,3,135.5444284,-0.044575419
CB1213_L,4,1,4.494514076,0.000688646,7,45.59403551,0.025149869
CB1213_R,3,1,4.261941023,1.83E-05,,,
CB1219_L,3,-1,5.653992149,0,,,
CB1219_R,3,-1,4.991610853,0,,,
CB1220_L,4,-1,4.942195591,9.66E-06,,,
CB1220_R,5,-1,4.496492557,3.35E-05,,,
CB1222_L,2,1,4.28968697,0.00027994,,,
CB1222_R,2,1,3.923812707,0.002425851,8,46.27699678,0.306184258
CB1227_L,5,-1,4.092485239,0.001076669,3,50.69341295,-0.603220539
CB1227_R,6,-1,3.919793494,0.002292908,2,72.65311944,-0.651376539
CB1233_L,1,-1,4.545373471,1.76E-05,,,
CB1233_R,2,-1,4.283584511,0.000287207,,,
CB1237_L,1,1,5.287201226,0,,,
CB1238_L,2,1,5.18843314,0,,,
CB1238_R,2,1,4.717368576,3.58E-06,,,
CB1241_L,2,1,5.41290251,0,,,
CB1241_R,2,1,4.540383964,1.00E-05,,,
CB1242_L,3,-1,4.317248693,8.50E-05,,,
CB1242_R,4,-1,3.65887909,0.009066841,1,113.5219398,-0.97226816
CB1246_L,4,-1,5.328794823,0,,,
CB1246_R,3,-1,4.753701211,2.12E-06,,,
CB1247_L,1,-1,5.712752693,0,,,
CB1247_R,1,-1,5.152738831,0,,,
CB1249_L,2,-1,4.519610942,2.11E-05,,,
CB1249_R,1,-1,3.940470835,0.007572845,1,55.44720331,-1
CB1252_L,2,-1,4.211132096,0.000826178,10,93.65074256,-0.15832252
CB1252_R,3,-1,3.975577362,0.002566532,2,108.8996829,-0.476804814
CB1255_L,1,1,4.21089483,0.002921781,9,105.5009488,-1
CB1255_R,2,1,3.224913514,0.081536055,7,120.9576441,-1
CB1260_L,3,1,4.007706228,0.004613654,2,53.79501641,-0.910380281
CB1260_R,2,1,3.905526777,0.008478441,2,62.07520211,-0.910455509
CB1263_L,1,1,5.354510292,0,,,
CB1263_R,2,1,4.712890705,4.87E-06,,,
CB1265_L,3,-1,4.446571262,3.08E-05,,,
CB1265_R,4,-1,4.301912271,0.000414161,,,
CB1268_L,5,1,4.616799363,1.61E-05,,,
CB1268_R,6,1,4.201195148,0.001824598,8,78.52775007,0.218174436
CB1269_L,2,1,3.783152886,0.001113539,5,115.5038426,-0.010644774
CB1269_R,3,1,3.257059416,0.024507996,1,124.0254726,-1
CB1274_L,1,1,4.982675652,0,,,
CB1275_L,2,0,5.192322987,5.24E-07,,,
CB1275_R,1,0,4.566883821,4.61E-06,,,
CB1276_L,4,1,5.488059037,0,,,
CB1276_R,4,1,4.575726094,5.81E-05,,,
CB1280_L,1,1,3.948424811,0.005889042,9,71.78678256,0.004224852
CB1280_R,1,1,4.428323203,0.00124785,10,66.35821438,-0.738693639
CB1281_L,2,-1,4.611598902,3.85E-05,,,
CB1281_R,1,-1,3.716575375,0.003200366,3,196.7505332,-0.11544283
CB1282_L,3,1,4.353663756,0.000389258,,,
CB1282_R,2,1,4.319380525,0.00015397,,,
CB1286_L,1,-1,5.115162642,0,,,
CB1286_R,2,-1,3.951840039,0.007671471,1,29.15097843,-0.251377057
CB1287_b_L,2,1,5.144143378,0,,,
CB1287_b_R,2,1,4.74090367,1.31E-06,,,
CB1287_c_L,1,1,5.050364268,0,,,
CB1287_c_R,1,1,4.677259698,0,,,
CB1287_L,1,-1,4.393461816,3.41E-05,,,
CB1287_R,1,-1,4.568877823,3.70E-05,,,
CB1289_L,4,1,5.108205954,8.16E-06,,,
CB1289_R,3,1,4.519922155,4.13E-05,,,
CB1296_a_L,3,-1,5.673154805,0,,,
CB1296_a_R,2,-1,5.177898096,2.18E-06,,,
CB1299_L,1,1,4.004175787,0.003940679,2,61.19459816,-0.698691642
CB1299_R,1,1,3.907748293,0.005398197,2,47.58912168,-0.67593278
CB1300_L,2,1,4.619465259,3.05E-05,,,
CB1300_R,2,1,4.097828912,0.000834208,3,45.63180945,-0.168167438
CB1301_L,1,1,4.709053488,1.89E-05,,,
CB1301_R,1,1,4.027841323,0.012176351,7,115.5352004,-1
CB1302_L,3,1,4.553067071,0.00130084,10,88.65511697,-0.777481916
CB1302_R,1,1,4.081908357,0.015594455,7,124.057406,-1
CB1308_L,2,1,5.153249247,0,,,
CB1308_R,2,1,4.427862052,9.14E-05,,,
CB1309_L,1,-1,4.786688942,1.13E-05,,,
CB1309_R,1,-1,3.824872926,0.003865602,3,62.63022988,-0.967488094
CB1312_L,1,1,4.937781941,0,,,
CB1312_R,1,1,4.476697943,4.38E-05,,,
CB1314_L,2,-1,4.52951472,4.52E-05,,,
CB1314_R,3,-1,4.380371567,6.36E-05,,,
CB1316_L,2,-1,5.02551897,1.24E-05,,,
CB1316_R,3,-1,4.618610068,2.88E-05,,,
CB1322_L,5,1,4.104660849,0.009950088,7,146.0795667,-1
CB1322_R,5,1,3.844157729,0.019082692,7,126.1309285,-1
CB1326_L,2,1,4.585354584,2.16E-05,,,
CB1326_R,1,1,3.897932678,0.005177629,3,95.02480345,-0.808801258
CB1330_L,5,-1,3.880819147,0.000646417,2,44.15636349,-0.173638628
CB1330_R,4,-1,3.066823938,0.039949145,7,115.4925246,-1
CB1333_L,5,1,5.199100338,1.03E-06,,,
CB1333_R,5,1,4.541109596,0.000118337,,,
CB1337_L,3,-1,4.17602624,0.000816491,3,15.74109259,0.148963864
CB1337_R,3,-1,3.289896933,0.02592399,1,78.83259941,-0.270518674
CB1339_L,5,1,4.542692335,0.001723678,7,147.6582164,-0.623629097
CB1339_R,5,1,4.194996773,0.000500879,10,115.6280265,-0.045518277
CB1340_L,1,1,4.45287665,0.001546106,9,98.29702117,-0.355901813
CB1340_R,2,1,3.002749036,0.10901898,7,126.4007524,-1
CB1346_L,1,1,4.086284891,0.000656941,5,57.22767871,0.024743053
CB1346_R,1,1,3.888120221,0.000893816,5,64.77963042,0.002197811
CB1348_L,1,1,5.570836888,0,,,
CB1352_L,3,-1,4.808413785,3.52E-05,,,
CB1352_R,5,-1,4.307361812,0.000532683,3,135.8637185,-0.02451559
CB1353_L,3,-1,4.099717707,0.000497965,,,
CB1353_R,2,-1,3.71966975,0.007502533,2,125.4195058,-0.789633151
CB1356_L,2,1,4.158888612,0.008437475,7,68.04568239,-0.256090936
CB1356_R,1,1,3.199607024,0.06652396,7,175.8661052,-1
CB1357_L,6,1,5.039992831,9.81E-06,,,
CB1357_R,5,1,4.89957928,7.30E-06,,,
CB1359_L,5,-1,5.259472748,0,,,
CB1359_R,5,-1,4.400759664,0.000410125,,,
CB1361_L,2,-1,4.956066353,1.12E-05,,,
CB1361_R,2,-1,4.765767408,1.35E-05,,,
CB1365_L,2,-1,4.944927416,9.34E-06,,,
CB1365_R,2,-1,4.199540513,0.001059389,3,51.62853548,-0.492476108
CB1368_L,2,-1,4.001531954,0.000348869,,,
CB1368_R,2,-1,3.373695429,0.017031027,1,72.48721419,-0.546895288
CB1374_L,1,-1,4.274894894,0.000148872,,,
CB1374_R,2,-1,3.412884084,0.012329519,1,77.34737173,-0.382244979
CB1379_L,3,1,4.580398205,0.000137193,,,
CB1379_R,2,1,4.211773944,0.000395495,,,
CB1384_L,2,1,5.261536507,0,,,
CB1384_R,2,1,4.866287902,0,,,
CB1387_L,3,1,5.192557814,2.16E-06,,,
CB1387_R,3,1,4.571710977,6.64E-05,,,
CB1389_L,3,1,5.487357739,0,,,
CB1389_R,3,1,4.85883465,0,,,
CB1391_L,3,-1,5.082057836,1.47E-05,,,
CB1391_R,3,-1,4.338216161,0.000656055,3,215.034024,-0.065595523
CB1392_L,2,-1,5.155327205,3.36E-06,,,
CB1392_R,3,-1,4.604660285,2.56E-05,,,
CB1394_a_L,2,-1,4.226741799,7.61E-05,,,
CB1394_a_R,2,-1,3.770440465,0.003243886,8,86.10510984,-0.510115066
CB1394_b_L,2,-1,4.335619372,5.23E-05,,,
CB1394_b_R,2,-1,4.207836654,0.002869617,7,96.86207019,-0.418109582
CB1396_L,1,-1,4.050830945,0.001076557,4,188.232252,-0.032243742
CB1396_R,1,-1,3.342289013,0.007547292,4,153.7991853,-0.134426437
CB1403_L,1,1,4.128024847,0.000207107,,,
CB1403_R,1,1,3.623630707,0.014707673,1,88.29037581,-1
CB1405_L,1,-1,5.337019542,0,,,
CB1405_R,1,-1,4.50691338,0.000277115,,,
CB1406_L,3,-1,4.05580896,0.000874713,6,59.55629423,0.091799488
CB1406_R,3,-1,3.799799419,0.001700835,6,32.25163622,0.110068013
CB1407_L,1,1,4.780067069,8.32E-06,,,
CB1407_R,1,1,4.481069663,9.39E-06,,,
CB1412_L,2,-1,4.3132031,6.70E-05,,,
CB1413_L,1,1,5.536727683,0,,,
CB1413_R,1,1,4.814714242,3.34E-05,,,
CB1417_L,2,-1,5.552806221,0,,,
CB1417_R,4,-1,4.98824148,0,,,
CB1418_L,2,-1,4.042177358,0.001609923,1,107.258592,-0.149715821
CB1418_R,2,-1,3.22054439,0.025196228,1,50.12973361,-0.103356676
CB1419_L,2,1,5.388530949,0,,,
CB1419_R,2,1,4.718709546,8.71E-06,,,
CB1421_L,1,-1,3.330868364,0.022875149,7,105.5695574,-1
CB1421_R,1,-1,3.255127087,0.03648675,7,106.0120246,-1
CB1428_L,2,-1,4.234437531,0.004181479,7,104.6369783,-0.474509343
CB1428_R,1,-1,3.164451025,0.09422229,7,121.8190138,-1
CB1432_L,2,-1,5.583761044,0,,,
CB1432_R,3,-1,4.957379523,0,,,
CB1434_L,3,-1,5.08298437,1.12E-05,,,
CB1434_R,3,-1,4.815576594,1.20E-05,,,
CB1442_L,1,1,5.455033015,0,,,
CB1442_R,1,1,4.819467035,1.21E-06,,,
CB1447_L,3,-1,4.937377754,1.00E-06,,,
CB1447_R,3,-1,4.589434572,0.000229301,,,
CB1448_L,2,1,5.199092017,1.58E-06,,,
CB1448_R,2,1,4.331338531,0.000296754,,,
CB1454_L,1,-1,4.876304264,1.11E-05,,,
CB1454_R,1,-1,4.357852467,7.94E-05,,,
CB1456_L,3,-1,4.592796824,0.000105008,,,
CB1456_R,2,-1,4.366369803,0.000143927,,,
CB1457_L,5,-1,5.019151787,0,,,
CB1457_R,4,-1,4.434982394,6.41E-05,,,
CB1458_L,3,-1,3.528352316,0.013492898,4,49.61263203,-0.041217793
CB1458_R,3,-1,3.425446337,0.015943332,1,80.44012398,-0.105692886
CB1460_L,3,1,5.145258781,0,,,
CB1460_R,2,1,4.744764343,0,,,
CB1463_L,2,1,5.286624923,0,,,
CB1463_R,2,1,4.704692897,8.49E-05,,,
CB1464_L,4,1,4.471491078,3.72E-05,,,
CB1464_R,4,1,4.077296474,0.001108856,7,36.74462157,0.245348907
CB1467_L,2,1,4.183110412,0.000409062,,,
CB1467_R,2,1,3.037502631,0.039706387,1,48.91446192,-1
CB1477_L,1,1,4.037460096,0.013372633,7,110.9137091,-0.894933986
CB1477_R,2,1,3.714205102,0.026388716,7,135.709552,-1
CB1478_L,1,-1,4.375821823,6.64E-05,,,
CB1478_R,1,-1,4.612799279,4.52E-05,,,
CB1483_L,2,-1,5.59904061,0,,,
CB1483_R,1,-1,4.977444491,0,,,
CB1487_L,2,1,4.298038657,0.001170417,7,36.36892607,0.162894771
CB1487_R,3,1,3.583787595,0.019028012,7,60.50351101,-0.14149461
CB1493_L,1,1,4.393807972,0.000346357,,,
CB1493_R,2,1,4.102399705,0.001429147,1,60.74732373,0.213191628
CB1498_L,1,1,4.40136177,0.000823759,10,81.30320501,-0.20939806
CB1498_R,2,1,3.734833468,0.019766357,7,120.8687294,-1
CB1500_L,2,1,5.349034475,0,,,
CB1500_R,2,1,4.543963534,0.000946122,1,8.560242767,-0.46413596
CB1502_L,2,-1,3.667724696,0.019372642,7,130.5029874,-1
CB1502_R,2,-1,3.219737742,0.064189985,7,151.41038,-1
CB1503_L,2,-1,5.521594613,0,,,
CB1503_R,3,-1,4.831016209,0,,,
CB1504_L,2,-1,4.646439802,8.12E-05,,,
CB1504_R,3,-1,3.89983492,0.009654471,8,75.38223783,-0.401678197
CB1509_L,1,-1,5.534881549,0,,,
CB1509_R,1,-1,4.974796921,1.22E-05,,,
CB1510_L,2,0,3.111770904,0.042183623,1,49.6169555,-0.692795406
CB1510_R,2,0,4.003914414,0.00327225,2,30.96266121,-0.448018505
CB1513_L,1,1,5.028781155,0,,,
CB1513_R,1,1,3.96392774,0.003726068,2,67.77610322,-0.331179965
CB1523_L,2,-1,4.112932685,0.001924516,2,53.79145443,-0.894846163
CB1523_R,3,-1,4.484526136,2.45E-05,,,
CB1527_L,3,-1,4.945185095,2.18E-06,,,
CB1527_R,2,-1,4.081309408,0.001243639,3,39.59850559,-0.682936188
CB1529_L,3,1,4.589640289,6.18E-05,,,
CB1529_R,3,1,3.947216316,0.002956533,3,57.60995696,0.043601073
CB1532_L,2,1,4.083949952,0.000701342,3,50.85135121,-0.011398615
CB1532_R,2,1,3.563799525,0.005036519,3,57.17887878,-0.341336451
CB1533_L,1,1,4.520643569,1.70E-05,,,
CB1533_R,1,1,4.234890848,7.15E-05,,,
CB1534_L,2,1,4.659934703,0.0008936,10,86.50516203,-0.772193628
CB1534_R,1,1,4.009640046,0.03336257,7,125.4400204,-1
CB1537_L,2,1,4.111546863,0.000630148,6,55.33329307,0.0180683
CB1537_R,3,1,4.210652448,0.000460931,,,
CB1538_L,2,-1,4.807394702,2.12E-06,,,
CB1538_R,2,-1,4.491160928,4.18E-05,,,
CB1541_L,2,1,4.29828715,0.003233213,7,74.47817252,-0.643405731
CB1541_R,2,1,3.819715707,0.013055926,7,82.20730568,-0.355979693
CB1542_L,1,1,4.842803337,0,,,
CB1542_R,1,1,4.575767928,6.01E-06,,,
CB1545_L,1,-1,5.383064187,0,,,
